Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD05111,PET Scanner,8/8/2023,2,ScanPro,Model-100,USA,17540.04171,20.33546764,5,0,3,Routine check completed; circuit failure observed during diagnostics. critical failure sensor replacement
MD03295,X-Ray Machine,1/31/2021,4,ScanPro,Model-550,Japan,6023.690854,11.83234269,3,1,2,Component system reset after detecting circuit failure; functionality restored. moderate delay device required inspection
MD03946,PET Scanner,4/16/2013,12,ScanPro,Model-300,France,4077.594075,10.60601888,1,0,1,System performance degraded due to software crash; mitigation via recalibration. software reset quick fix
MD04425,CT Scanner,5/1/2022,3,UltraMed,Model-100,UK,11855.12011,14.0260693,3,1,2,System performance degraded due to data lag; mitigation via firmware update. reviewed logs device required inspection
MD05230,PET Scanner,11/9/2022,3,RescueTech,Model-150,Italy,8431.544079,4.989108419,3,2,1,Component component upgrade after detecting abnormal sound; functionality restored. log cleaned low priority fault
MD01781,Infusion Pump,1/15/2017,8,ScanPro,Model-550,France,2832.418135,1.034509112,1,4,1,Component inspection after detecting sensor misalignment; functionality restored. log cleaned temporary glitch
MD02994,Defibrillator,4/16/2013,12,ScanPro,Model-250,France,13457.57042,17.40183079,3,1,3,Component software patch after detecting data lag; functionality restored. data loss urgent inspection needed
MD01616,CT Scanner,11/27/2023,2,ImagingTech,Model-600,Japan,3754.734666,12.44991082,5,3,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs driver update applied
MD00655,MRI Scanner,4/17/2015,10,ImagingTech,Model-650,Canada,6804.830357,15.47083892,3,2,2,data lag caused operational delay; software patch initiated. component issue non-critical warning
MD01469,MRI Scanner,8/22/2015,10,MedEquip,Model-600,Japan,2140.758336,1.833298964,5,0,1,Component software patch after detecting sensor misalignment; functionality restored. software reset low priority fault
MD04079,Infusion Pump,7/5/2021,4,ImagingTech,Model-650,UK,11859.91655,15.52135961,4,1,2,Component component upgrade after detecting circuit failure; functionality restored. component issue non-critical warning
MD02693,Infusion Pump,8/10/2014,11,MedEquip,Model-450,Canada,3617.055547,4.870176234,4,1,1,Component system reset after detecting sensor misalignment; functionality restored. minor issue log file cleared
MD02318,CT Scanner,4/11/2015,10,CardioSync,Model-300,UK,14093.81055,15.20906261,2,2,2,System performance degraded due to software crash; mitigation via inspection. driver update moderate delay
MD04329,CT Scanner,12/24/2019,6,ImagingTech,Model-200,Canada,12596.21828,24.46719598,5,2,3,System performance degraded due to circuit failure; mitigation via replacement. data loss system crash
MD01641,MRI Scanner,6/12/2019,6,ScanPro,Model-550,Italy,13002.30839,18.54395276,5,4,2,circuit failure caused operational delay; software patch initiated. component issue moderate delay
MD03759,MRI Scanner,12/21/2019,6,ImagingTech,Model-550,Canada,7180.355422,3.714635809,5,1,2,sensor misalignment caused operational delay; system reset initiated. reviewed logs non-critical warning
MD00311,Defibrillator,11/10/2023,2,MedEquip,Model-300,Japan,10014.15543,31.00911923,5,3,3,battery wear caused operational delay; recalibration initiated. sensor replaced high priority failure
MD00130,CT Scanner,3/2/2023,2,UltraMed,Model-500,Japan,13658.65031,7.524735788,5,1,3,overheating caused operational delay; system reset initiated. sensor replaced critical failure
MD04271,MRI Scanner,12/24/2016,9,ScanPro,Model-450,Canada,16239.33737,14.42398123,5,2,2,Component recalibration after detecting overheating; functionality restored. driver update non-critical warning
MD02327,PET Scanner,12/25/2016,9,UltraMed,Model-550,Italy,5176.579017,6.014511349,5,4,1,System performance degraded due to circuit failure; mitigation via replacement. quick fix routine reset
MD05262,Infusion Pump,1/24/2016,9,ScanPro,Model-100,UK,10216.30685,5.41382158,1,0,2,Component firmware update after detecting software crash; functionality restored. component issue component review
MD00158,PET Scanner,12/30/2021,4,ImagingTech,Model-200,Italy,7396.332131,11.4211913,4,1,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue
MD03871,Infusion Pump,12/22/2023,2,CardioSync,Model-550,UK,6192.014934,1.540298858,1,0,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned system check passed
MD02367,PET Scanner,11/2/2023,2,MedEquip,Model-100,Italy,9511.285673,8.325493501,3,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue average severity report
MD04265,MRI Scanner,11/4/2020,5,RescueTech,Model-100,USA,11189.33615,20.28431731,1,2,3,System performance degraded due to overheating; mitigation via recalibration. data loss critical malfunction
MD01699,Defibrillator,8/24/2021,4,ScanPro,Model-550,UK,6372.572719,3.307875165,5,3,2,Routine check completed; circuit failure observed during diagnostics. component issue device required inspection
MD01272,CT Scanner,9/4/2019,6,ImagingTech,Model-250,France,2635.349926,2.689072548,4,0,1,System performance degraded due to battery wear; mitigation via firmware update. log cleaned quick fix
MD03020,CT Scanner,8/15/2014,11,RescueTech,Model-550,Italy,12396.69163,11.05328187,3,0,3,overheating caused operational delay; replacement initiated. sensor replaced sensor replacement
MD03320,PET Scanner,10/6/2019,6,CardioSync,Model-650,UK,8710.03748,6.273814971,3,1,1,Component recalibration after detecting data lag; functionality restored. software reset system check passed
MD00017,CT Scanner,10/23/2013,12,RescueTech,Model-650,France,17914.21497,5.461793282,3,4,3,battery wear caused operational delay; system reset initiated. sensor replaced system crash
MD01476,X-Ray Machine,4/24/2018,7,ImagingTech,Model-500,Italy,17837.09239,22.59812009,5,4,3,System performance degraded due to overheating; mitigation via system reset. critical failure hardware fault
MD03483,CT Scanner,8/3/2018,7,ScanPro,Model-400,USA,8777.981037,2.857333098,2,1,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning
MD04317,CT Scanner,5/25/2022,3,ImagingTech,Model-450,Japan,23061.6206,14.41957326,2,0,3,voltage spike caused operational delay; software patch initiated. data loss critical malfunction
MD00663,MRI Scanner,6/18/2020,5,MedEquip,Model-350,USA,18377.36128,7.163684211,1,3,3,System performance degraded due to battery wear; mitigation via firmware update. critical failure critical malfunction
MD01964,Defibrillator,11/3/2022,3,ImagingTech,Model-400,UK,5702.0405,9.320239313,2,2,1,System performance degraded due to circuit failure; mitigation via recalibration. minor issue routine reset
MD02731,MRI Scanner,9/16/2022,3,UltraMed,Model-550,France,11228.21168,13.19809188,4,2,3,System performance degraded due to software crash; mitigation via system reset. reboot failed system crash
MD01122,Defibrillator,8/3/2013,12,ScanPro,Model-300,France,14000.3194,21.26423699,3,2,3,Component component upgrade after detecting abnormal sound; functionality restored. critical failure system crash
MD00834,CT Scanner,7/3/2020,5,UltraMed,Model-550,UK,4423.923697,3.766653368,1,2,1,Routine check completed; software crash observed during diagnostics. software reset temporary glitch
MD03715,Defibrillator,3/13/2020,5,MedEquip,Model-450,Italy,9702.100616,11.27548926,1,4,1,System performance degraded due to circuit failure; mitigation via software patch. quick fix quick fix
MD01521,Infusion Pump,2/26/2020,5,UltraMed,Model-350,Japan,5230.942038,16.22743721,2,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue device required inspection
MD01114,PET Scanner,11/9/2016,9,UltraMed,Model-100,France,6653.246815,7.151836876,5,1,1,Routine check completed; voltage spike observed during diagnostics. software reset stable condition
MD01132,X-Ray Machine,8/7/2019,6,CardioSync,Model-550,USA,3304.024875,4.409994347,3,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset minor issue
MD03466,Infusion Pump,9/3/2018,7,UltraMed,Model-250,Japan,9545.10953,3.22620806,1,3,2,overheating caused operational delay; inspection initiated. moderate delay component review
MD01589,X-Ray Machine,12/17/2022,3,RescueTech,Model-600,USA,21150.57614,11.01657823,1,3,3,System performance degraded due to battery wear; mitigation via recalibration. sensor replaced critical failure
MD01451,Infusion Pump,10/6/2022,3,CardioSync,Model-350,Italy,5654.612456,3.899487999,3,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. minor issue minor issue
MD01076,CT Scanner,6/20/2023,2,UltraMed,Model-500,UK,4189.704892,2.275835014,5,1,1,System performance degraded due to voltage spike; mitigation via recalibration. software reset minor issue
MD00906,CT Scanner,2/27/2022,3,ImagingTech,Model-450,France,9405.280622,10.41749411,5,3,2,Routine check completed; sensor misalignment observed during diagnostics. driver update component review
MD05381,CT Scanner,5/12/2019,6,ScanPro,Model-450,USA,5792.704144,4.990259656,5,0,1,overheating caused operational delay; firmware update initiated. quick fix low priority fault
MD03558,CT Scanner,10/6/2018,7,ImagingTech,Model-350,UK,10008.64175,2.250960523,3,2,2,Component recalibration after detecting sensor misalignment; functionality restored. driver update performance warning
MD03728,Defibrillator,1/28/2024,1,ImagingTech,Model-250,UK,4290.47327,7.110648717,1,2,1,Routine check completed; circuit failure observed during diagnostics. quick fix minor issue
MD02569,Infusion Pump,12/30/2013,12,ScanPro,Model-250,Italy,6380.410479,5.094541787,3,4,1,System performance degraded due to battery wear; mitigation via inspection. quick fix temporary glitch
MD03783,Infusion Pump,3/11/2015,10,UltraMed,Model-350,UK,15304.33768,22.54517616,4,2,3,System performance degraded due to data lag; mitigation via replacement. reboot failed hardware fault
MD03882,Defibrillator,10/1/2013,12,ImagingTech,Model-450,Italy,9244.464959,5.170904339,5,4,3,circuit failure caused operational delay; software patch initiated. sensor replaced sensor replacement
MD03377,Infusion Pump,7/17/2018,7,ImagingTech,Model-550,Canada,7097.198271,7.521281065,5,3,1,System performance degraded due to voltage spike; mitigation via recalibration. quick fix low priority fault
MD03182,X-Ray Machine,2/22/2024,1,MedEquip,Model-300,Japan,6932.379781,5.405950479,4,2,3,Component system reset after detecting sensor misalignment; functionality restored. reboot failed hardware fault
MD00319,CT Scanner,10/24/2022,3,ImagingTech,Model-400,UK,1696.28135,7.44964651,3,4,1,Component recalibration after detecting circuit failure; functionality restored. log cleaned routine reset
MD01217,PET Scanner,10/18/2022,3,UltraMed,Model-350,Canada,11831.60784,15.37146602,4,2,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed hardware fault
MD02398,Infusion Pump,7/29/2017,8,UltraMed,Model-250,France,4490.325178,13.98782071,1,1,2,Component system reset after detecting overheating; functionality restored. reviewed logs driver update applied
MD00547,PET Scanner,6/28/2020,5,RescueTech,Model-250,UK,3533.333681,3.489455087,2,1,2,Component component upgrade after detecting sensor misalignment; functionality restored. driver update non-critical warning
MD05007,X-Ray Machine,3/31/2023,2,ScanPro,Model-150,UK,6048.274798,6.949783429,4,2,1,Routine check completed; abnormal sound observed during diagnostics. minor issue minor issue
MD00405,PET Scanner,6/23/2016,9,UltraMed,Model-400,Italy,15966.94403,6.405101179,5,7,3,Routine check completed; circuit failure observed during diagnostics. sensor replaced high priority failure
MD05309,Infusion Pump,10/31/2014,11,UltraMed,Model-350,Japan,10071.4726,5.093851572,2,2,2,Routine check completed; circuit failure observed during diagnostics. driver update non-critical warning
MD00128,X-Ray Machine,6/12/2014,11,MedEquip,Model-300,UK,4058.261807,8.271360901,5,3,1,System performance degraded due to overheating; mitigation via component upgrade. log cleaned temporary glitch
MD01529,Infusion Pump,9/20/2016,9,RescueTech,Model-450,Italy,15809.50088,3.492463531,2,1,3,Component inspection after detecting voltage spike; functionality restored. sensor replaced hardware fault
MD01048,Defibrillator,7/20/2023,2,ScanPro,Model-550,Canada,-3155.037852,9.96878967,3,1,1,Component firmware update after detecting software crash; functionality restored. log cleaned temporary glitch
MD01787,MRI Scanner,7/26/2013,12,CardioSync,Model-650,Italy,2741.438589,8.04924977,1,1,1,System performance degraded due to data lag; mitigation via firmware update. minor issue stable condition
MD04637,CT Scanner,9/21/2021,4,MedEquip,Model-450,Canada,5472.851681,9.140738877,5,1,3,Component software patch after detecting sensor misalignment; functionality restored. data loss critical malfunction
MD00360,X-Ray Machine,7/20/2015,10,MedEquip,Model-400,Italy,6394.056558,10.61357919,3,2,1,software crash caused operational delay; recalibration initiated. log cleaned stable condition
MD00873,Infusion Pump,12/12/2023,2,ImagingTech,Model-550,UK,14431.99695,7.825794827,2,1,2,System performance degraded due to software crash; mitigation via system reset. reviewed logs device required inspection
